JOURNAL OF LANGUAGE AND SOCIAL PSYCHOLOGY,1.162
JOURNAL OF RELIGION & HEALTH,1.162
RESEARCH AND PRACTICE FOR PERSONS WITH SEVERE DISABILITIES,1.162
Journal of the South African Veterinary Association,1.16
Social Semiotics,1.16
JOURNAL OF CRIME & JUSTICE,1.159
Studies in Continuing Education,1.159
Intercultural Pragmatics,1.158
JOURNAL OF REGULATORY ECONOMICS,1.158
Literacy,1.158
Australasian Journal of Environmental Management,1.157
JOURNAL OF ECONOMIC EDUCATION,1.157
Child and Adolescent Social Work Journal,1.156
Parenting-Science and Practice,1.156
SOCIAL WORK RESEARCH,1.156
Transactions of the ASABE,1.156
African Archaeological Review,1.154
Journal of Personnel Psychology,1.154
South African Geographical Journal,1.154
INTERNATIONAL POLITICAL SCIENCE REVIEW,1.153
JOURNAL OF PLANT PATHOLOGY,1.152
Comparative European Politics,1.151
Journal of Huazhong University of Science and Technology-Medical Sciences,1.151
Arts & Health,1.15
Natural Language Semantics,1.15
CELL AND TISSUE BANKING,1.149
Critical Criminology,1.149
FISCAL STUDIES,1.149
JOURNAL OF INTELLECTUAL & DEVELOPMENTAL DISABILITY,1.148
Science and Technology Studies,1.148
Asian Population Studies,1.147
Botany,1.147
DAEDALUS,1.146
Korean Journal of Metals and Materials,1.146
TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,1.146
Human Service Organizations Management Leadership & Governance,1.145
International Food and Agribusiness Management Review,1.145
Journal of Behavioral and Experimental Economics,1.145
4OR-A Quarterly Journal of Operations Research,1.143
Social Theory & Health,1.143
Analysis and Applications,1.141
JOURNAL OF WOMEN & AGING,1.141
International Journal of Corpus Linguistics,1.139
JOURNAL OF MEDICINE AND PHILOSOPHY,1.139
Extremes,1.136
REHABILITATION COUNSELING BULLETIN,1.136
Early Childhood Education Journal,1.135
JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY,1.134
PSYCHOLOGY IN THE SCHOOLS,1.134
City & Community,1.133
Environmental Hazards-Human and Policy Dimensions,1.133
JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,1.133
Journal of Developmental and Life-Course Criminology,1.133
JOURNAL OF PLANT NUTRITION,1.132
WORK-A Journal of Prevention Assessment & Rehabilitation,1.132
Asia-Pacific Journal of Teacher Education,1.131
JOURNAL OF FAMILY PLANNING AND REPRODUCTIVE HEALTH CARE,1.13
JOURNAL OF ADOLESCENT & ADULT LITERACY,1.128
Nanoscience and Nanotechnology Letters,1.128
SOCIOLOGICAL QUARTERLY,1.127
Journal of Biobased Materials and Bioenergy,1.126
Anthropology & Medicine,1.125
Sexual and Relationship Therapy,1.125
JOURNAL OF ECONOMIC THEORY,1.124
Journal of Intervention and Statebuilding,1.123
SOIL SCIENCE,1.122
International Journal of Forensic Mental Health,1.121
ETHICS & BEHAVIOR,1.12
Victims & Offenders,1.118
Science of Advanced Materials,1.117
PHILOSOPHY & PUBLIC AFFAIRS,1.115
European Review of Economic History,1.114
INTERNATIONAL JOURNAL OF INDUSTRIAL ORGANIZATION,1.113
Journal of Individual Differences,1.113
Social Analysis,1.113
ACTA CLINICA BELGICA,1.111
British Politics,1.111
CURRICULUM INQUIRY,1.111
International Journal of AEROSPACE Psychology,1.111
Journal of Contemporary Criminal Justice,1.111
Research in Science & Technological Education,1.111
SOUTH ATLANTIC QUARTERLY,1.11
JOURNAL OF PARASITOLOGY,1.109
FACIAL PLASTIC SURGERY,1.108
HEALTH EDUCATION RESEARCH,1.108
JOURNAL OF EDUCATIONAL AND PSYCHOLOGICAL CONSULTATION,1.108
TIME & SOCIETY,1.108
APPLICABLE ANALYSIS,1.107
SCOTTISH GEOGRAPHICAL JOURNAL,1.107
Island Studies Journal,1.106
JOURNAL OF COMMUNITY PSYCHOLOGY,1.106
Politics and Religion,1.105
APPLIED ECONOMICS,1.103
BEHAVIORAL SCIENCES & THE LAW,1.102
Language and Cognition,1.102
NATION,1.102
VISUAL COGNITION,1.102
Clothing and Textiles Research Journal,1.1
ELECTROCHEMISTRY,1.099
Economics-The Open Access Open-Assessment E-Journal,1.098
AUSTRALIAN JOURNAL OF INTERNATIONAL AFFAIRS,1.097
Gesture,1.097
Journal of World Energy Law & Business,1.097
Zdravstveno Varstvo,1.097
Journal of Orthopaedic Surgery,1.095
WOMEN & HEALTH,1.095
Computer Assisted Surgery,1.094
Development Policy Review,1.093
INTERNATIONAL JOURNAL OF MARKET RESEARCH,1.093
JOURNAL OF ETHNOBIOLOGY,1.092
Training and Education in Professional Psychology,1.092
SOCIOLOGICAL INQUIRY,1.091
Acta Crystallographica Section C-Structural Chemistry,1.09
Educational Assessment Evaluation and Accountability,1.088
POLITICAL THEORY,1.088
CONTEMPORARY ECONOMIC POLICY,1.087
STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,1.087
AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK,1.085
HIGH TEMPERATURE,1.085
Psychosis-Psychological Social and Integrative Approaches,1.085
LABORATORY MEDICINE,1.084
Journal of Linguistic Anthropology,1.083
JOURNAL OF HEALTH CARE FOR THE POOR AND UNDERSERVED,1.08
ETHOS,1.078
Chinese Journal of International Law,1.075
European Early Childhood Education Research Journal,1.075
International Journal of Sports Marketing & Sponsorship,1.075
International Journal of Central Banking,1.074
Mathematical Thinking and Learning,1.074
Northwestern Journal of International Law & Business,1.074
Journal of International Trade & Economic Development,1.073
INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT,1.071
ANTHROPOLOGY & EDUCATION QUARTERLY,1.07
INFANT AND CHILD DEVELOPMENT,1.069
CHINESE JOURNAL OF OCEANOLOGY AND LIMNOLOGY,1.068
HAHR-Hispanic American Historical Review,1.067
AUSTRALIAN JOURNAL OF MANAGEMENT,1.065
Journal of Forest Research,1.065
ASIAN JOURNAL OF SOCIAL PSYCHOLOGY,1.063
ECONOMIC HISTORY REVIEW,1.063
SPACE POLICY,1.063
JOURNAL OF FORENSIC PSYCHIATRY & PSYCHOLOGY,1.061
REHABILITATION,1.061
Asia-Pacific Journal of Chemical Engineering,1.06
Algebraic Geometry,1.059
Analyses of Social Issues and Public Policy,1.059
TRANSPORTATION JOURNAL,1.059
CANADIAN JOURNAL OF DEVELOPMENT STUDIES-REVUE CANADIENNE D ETUDES DU DEVELOPPEMENT,1.058
Communication and Critical-Cultural Studies,1.058
Journal of Correctional Health Care,1.058
NEW ASTRONOMY,1.058
AUSTRALIAN JOURNAL OF PUBLIC ADMINISTRATION,1.057
Learning Culture and Social Interaction,1.057
Asian Journal of Criminology,1.056
GIORNALE ITALIANO DI DERMATOLOGIA E VENEREOLOGIA,1.056
Gender in Management,1.056
JOURNAL OF EDUCATIONAL MEASUREMENT,1.056
JOURNAL OF INTERDISCIPLINARY HISTORY,1.054
Journal of Health Organization and Management,1.054
Review of European Comparative & International Environmental Law,1.054
Political Studies Review,1.053
TEACHING OF PSYCHOLOGY,1.053
Transport,1.053
Asian American Journal of Psychology,1.051
ECONOMIC THEORY,1.051
EUROPEAN SOCIETIES,1.051
PSYCHOTHERAPIE PSYCHOSOMATIK MEDIZINISCHE PSYCHOLOGIE,1.051
Journal of Marine Engineering and Technology,1.049
New Perspectives on Turkey,1.048
HEALTH RISK & SOCIETY,1.047
ELECTORAL STUDIES,1.044
JOURNAL OF THE AMERICAN PSYCHOANALYTIC ASSOCIATION,1.044
Journal of Economic Inequality,1.044
CANADIAN JOURNAL OF SOCIOLOGY-CAHIERS CANADIENS DE SOCIOLOGIE,1.043
UNIVERSITY OF ILLINOIS LAW REVIEW,1.041
APPLIED MEASUREMENT IN EDUCATION,1.04
Journal of Veterinary Research,1.039
Chinese Management Studies,1.036
JOURNAL OF CONSTRUCTIVIST PSYCHOLOGY,1.036
Race and Social Problems,1.036
JAPANESE PSYCHOLOGICAL RESEARCH,1.035
OPEN ECONOMIES REVIEW,1.035
PUBLIC CHOICE,1.035
SOUTH AFRICAN JOURNAL OF ECONOMICS,1.035
African Studies Review,1.034
INTERNATIONAL JOURNAL OF AUDITING,1.034
Journal of Chinese Political Science,1.033
SOCIAL SCIENCE JOURNAL,1.033
BEHAVIOUR CHANGE,1.032
CANADIAN GEOGRAPHER-GEOGRAPHE CANADIEN,1.032
Journal of Aggression Maltreatment & Trauma,1.03
Journal of Geographical Systems,1.028
SOMATOSENSORY AND MOTOR RESEARCH,1.028
Negotiation and Conflict Management Research,1.027
INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY,1.026
Journal of Eastern African Studies,1.026
JAVNOST-THE PUBLIC,1.024
MOLECULAR BIOLOGY,1.023
FORDHAM LAW REVIEW,1.022
International Journal of Emerging Markets,1.022
International Journal of Food Engineering,1.022
MINERALS & METALLURGICAL PROCESSING,1.02
BEHAVIOUR,1.019
Ciencia & Saude Coletiva,1.019
Behavioral Psychology-Psicologia Conductual,1.017
TEACHING SOCIOLOGY,1.017
SEXUALITY AND DISABILITY,1.016
Mechanical Sciences,1.015
POLITICAL QUARTERLY,1.015
Archives of Budo,1.014
EDUCATION AND URBAN SOCIETY,1.014
Leiden Journal of International Law,1.012
BUSINESS HISTORY,1.01
PSYCHOLOGICAL RECORD,1.01
Journal of Nursing Research,1.009
INTERNAL MEDICINE,1.005
INTERNATIONAL JOURNAL OF ELECTRONICS,1.004
Colombia Medica,1.0
Disaster Prevention and Management,1.0
European Journal of Transport and Infrastructure Research,1.0
HNO,1.0
IOWA LAW REVIEW,1.0
International Insolvency Review,1.0
Inzinerine Ekonomika-Engineering Economics,1.0
JOURNAL OF AFRICAN ECONOMIES,1.0
JOURNAL OF RESEARCH IN MUSIC EDUCATION,1.0
Journal of Economic Policy Reform,1.0
Journal of International Criminal Justice,1.0
Journal of Neuroscience Psychology and Economics,1.0
Longitudinal and Life Course Studies,1.0
Metroeconomica,1.0
Nordic Studies on Alcohol and Drugs,1.0
Peacebuilding,1.0
Quarterly Journal of Political Science,1.0
SYSTEMIC PRACTICE AND ACTION RESEARCH,1.0
Social Epistemology,1.0
Syntax-A Journal of Theoretical Experimental and Interdisciplinary Research,1.0
Systems Engineering,1.0
UNIVERSITY OF TORONTO LAW JOURNAL,1.0
VIAL-Vigo International Journal of Applied Linguistics,1.0
INNOVATIONS IN EDUCATION AND TEACHING INTERNATIONAL,0.993
JOURNAL OF GENETICS,0.993
Journal of Cognitive Psychology,0.993
Journal of Public Economic Theory,0.991
Review of African Political Economy,0.988
SOCIAL WORK IN HEALTH CARE,0.982
disP,0.981
IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,0.98
Interaction Studies,0.98
Mind Culture and Activity,0.98
NUCLEAR TECHNOLOGY,0.98
Journal of Latina-o Psychology,0.978
International Journal of Health  Economics and Management,0.977
KNOWLEDGE ORGANIZATION,0.977
MACROECONOMIC DYNAMICS,0.976
REVISTA LATINOAMERICANA DE PSICOLOGIA,0.975
Emerging Adulthood,0.974
Investment Analysts Journal,0.974
INFOR,0.972
JOURNAL OF DEVELOPMENTAL AND PHYSICAL DISABILITIES,0.972
JOURNAL OF HERPETOLOGY,0.971
Health Care for Women International,0.97
TEACHERS COLLEGE RECORD,0.97
TOPICS IN LANGUAGE DISORDERS,0.97
Banach Journal of Mathematical Analysis,0.969
Social Justice Research,0.969
Acta Crystallographica Section F-Structural Biology Communications,0.968
Early Child Development and Care,0.968
JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,0.967
JOURNAL OF REAL ESTATE FINANCE AND ECONOMICS,0.967
Language Variation and Change,0.967
Journal of Public Child Welfare,0.965
Children & Society,0.964
Medizinische Genetik,0.964
American Law and Economics Review,0.963
JOURNAL OF ENGLISH LINGUISTICS,0.962
Du Bois Review-Social Science Research on Race,0.961
Rhetoric Society Quarterly,0.961
Cognitive Processing,0.96
WORLD ECONOMY,0.96
JOURNAL OF APPLIED COMMUNICATION RESEARCH,0.959
JOURNAL OF LAW & ECONOMICS,0.958
Laboratory Phonology,0.958
PSYCHOANALYTIC PSYCHOLOGY,0.958
Asia & the Pacific Policy Studies,0.957
Geografie,0.957
Journal of Disability Policy Studies,0.957
JOURNAL OF SCHOLARLY PUBLISHING,0.956
Applied Geophysics,0.954
Evolution Equations and Control Theory,0.953
INTERNATIONAL JOURNAL OF MANPOWER,0.953
Journal of Human Rights,0.953
Revista Espanola de Investigaciones Sociologicas,0.953
ADVANCES IN APPLIED MATHEMATICS,0.952
JOURNAL OF LAW ECONOMICS & ORGANIZATION,0.952
JOURNAL OF MACROECONOMICS,0.952
Journal of Poverty and Social Justice,0.952
COMMUNIST AND POST-COMMUNIST STUDIES,0.951
SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES,0.951
Asia Pacific Business Review,0.949
Translation Studies,0.947
MICROBIOLOGY,0.945
Mathematical Sciences,0.945
AUSTRALIAN JOURNAL OF EDUCATION,0.944
Journal of Human Capital,0.944
ECONOMICS OF TRANSITION,0.943
INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,0.943
Weather,0.943
THEORETICAL MEDICINE AND BIOETHICS,0.942
ECONOMICS AND PHILOSOPHY,0.941
Clinical Laboratory,0.94
JAPAN AND THE WORLD ECONOMY,0.939
Journal of Higher Education Policy and Management,0.939
SCIENTIST,0.939
Sport in Society,0.939
WOMENS STUDIES INTERNATIONAL FORUM,0.939
ACTA METALLURGICA SINICA,0.938
AFRICA,0.938
HEALTH EDUCATION JOURNAL,0.938
INQUIRY-AN INTERDISCIPLINARY JOURNAL OF PHILOSOPHY,0.938
JOURNAL OF MODERN AFRICAN STUDIES,0.938
LATERALITY,0.938
CHINESE JOURNAL OF ANALYTICAL CHEMISTRY,0.936
China Review-An Interdisciplinary Journal on Greater China,0.935
International Journal of Conflict and Violence,0.935
Psicologia Educativa,0.933
CANADIAN HISTORICAL REVIEW,0.932
JOURNAL OF EARLY INTERVENTION,0.932
JOURNAL OF WORLD TRADE,0.931
Brazilian Journal of Botany,0.93
JOURNAL OF THEORETICAL POLITICS,0.93
Journal of Behavioral Finance,0.93
Journal of Child Sexual Abuse,0.929
LAW AND SOCIAL INQUIRY-JOURNAL OF THE AMERICAN BAR FOUNDATION,0.929
AMERICAN JOURNAL OF LAW & MEDICINE,0.925
European Journal of Futures Research,0.925
HORTICULTURAL SCIENCE,0.925
History of the Family,0.925
INTERNATIONAL TAX AND PUBLIC FINANCE,0.925
BIOTA NEOTROPICA,0.922
British Journal of Learning Disabilities,0.922
SOUTHERN ECONOMIC JOURNAL,0.922
CRIME LAW AND SOCIAL CHANGE,0.921
Journal of Forensic Psychology Practice,0.921
JOURNAL OF TRANSPORT ECONOMICS AND POLICY,0.919
ARMED FORCES & SOCIETY,0.918
AMERICAN CRIMINAL LAW REVIEW,0.917
ARCHIVES EUROPEENNES DE SOCIOLOGIE,0.917
Canadian Journal of School Psychology,0.917
Journal of Sexual Aggression,0.917
Politikon,0.917
Animal Reproduction,0.916
ZEITSCHRIFT FUR KINDER-UND JUGENDPSYCHIATRIE UND PSYCHOTHERAPIE,0.916
COMPUTER LANGUAGES SYSTEMS & STRUCTURES,0.915
Journal of Baltic Science Education,0.915
ACTA OECONOMICA,0.914
International Journal of Shipping and Transport Logistics,0.914
AUSTRALIAN JOURNAL OF SOCIAL ISSUES,0.913
Nations and Nationalism,0.913
Nordic Journal of Music Therapy,0.913
MATERIALS SCIENCE-POLAND,0.911
JOURNAL OF THE JAPANESE AND INTERNATIONAL ECONOMIES,0.909
Journal of Contemporary European Studies,0.909
Psicologia-Reflexao e Critica,0.909
Infancia y Aprendizaje,0.907
International Studies Perspectives,0.907
Journal of Systems Engineering and Electronics,0.907
Ethics & International Affairs,0.906
Revista de Ciencia Politica,0.906
EURE-REVISTA LATINOAMERICANA DE ESTUDIOS URBANO REGIONALES,0.905
Argumentation,0.904
BioPsychoSocial Medicine,0.904
OXFORD ECONOMIC PAPERS-NEW SERIES,0.904
Africa Spectrum,0.903
RATIONALITY AND SOCIETY,0.903
Zoosystematics and Evolution,0.903
German Politics,0.902
KENNEDY INSTITUTE OF ETHICS JOURNAL,0.902
Plant Biotechnology,0.901
CANADIAN JOURNAL OF BEHAVIOURAL SCIENCE-REVUE CANADIENNE DES SCIENCES DU COMPORTEMENT,0.9
Child Language Teaching & Therapy,0.9
Current Issues in Language Planning,0.9
JOURNAL OF HEALTHCARE MANAGEMENT,0.9
ZEITSCHRIFT FUR KLINISCHE PSYCHOLOGIE UND PSYCHOTHERAPIE,0.9
Ethnography,0.898
SOUTH AFRICAN JOURNAL OF PSYCHOLOGY,0.898
FAMILY & COMMUNITY HEALTH,0.897
Human-Wildlife Interactions,0.897
Journal of Corporate Law Studies,0.897
PUBLIC PERSONNEL MANAGEMENT,0.897
Language Culture and Curriculum,0.895
BRITISH JOURNAL FOR THE HISTORY OF SCIENCE,0.894
DISTRIBUTED COMPUTING,0.894
Journal of Behavioral Education,0.894
LEARNING AND MOTIVATION,0.894
East Asian Science Technology and Society-An International Journal,0.891
Empirica,0.89
REVIEW OF RELIGIOUS RESEARCH,0.889
Young,0.889
ANNALES ZOOLOGICI,0.888
First Language,0.887
Journal of Quantitative Linguistics,0.886
JOURNAL OF CHILD & ADOLESCENT SUBSTANCE ABUSE,0.884
SCANDINAVIAN POLITICAL STUDIES,0.884
COMMUNITY DEVELOPMENT JOURNAL,0.883
EUROPE-ASIA STUDIES,0.883
JOURNAL OF SOUTHERN AFRICAN STUDIES,0.882
Journal of Demographic Economics,0.882
Interpreter and Translator Trainer,0.881
HASTINGS LAW JOURNAL,0.88
INTERNATIONAL SOCIAL WORK,0.88
Journal of Rational-Emotive and Cognitive-Behavior Therapy,0.88
Journal of Computational Finance,0.878
Journal of the Asia Pacific Economy,0.877
Algebraic and Geometric Topology,0.876
International Journal of Law Policy and the Family,0.875
Journal of Politeness Research-Language Behaviour Culture,0.875
POST-COMMUNIST ECONOMIES,0.875
RBGN-Revista Brasileira de Gestao de Negocios,0.875
Urban Design International,0.875
Women & Criminal Justice,0.875
LINGUISTICS,0.872
Vascular and Endovascular Surgery,0.872
KOLNER ZEITSCHRIFT FUR SOZIOLOGIE UND SOZIALPSYCHOLOGIE,0.871
SOCIAL SCIENCE QUARTERLY,0.868
GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE,0.867
Human Rights Law Review,0.867
International Review of Economics Education,0.867
JOURNAL OF THE PHILOSOPHY OF SPORT,0.867
Journal of Media Ethics,0.867
New Zealand Geographer,0.867
RADICAL PHILOSOPHY,0.864
Communication Disorders Quarterly,0.863
German Economic Review,0.86
INTERVENTION IN SCHOOL AND CLINIC,0.86
Norsk Geografisk Tidsskrift-Norwegian Journal of Geography,0.86
JOURNAL OF CONSCIOUSNESS STUDIES,0.859
PRISON JOURNAL,0.859
British Journal of Middle Eastern Studies,0.857
HUMAN ORGANIZATION,0.857
Journal of Policy and Practice in Intellectual Disabilities,0.857
EASTERN EUROPEAN ECONOMICS,0.854
INDUSTRIAL LAW JOURNAL,0.854
THEORETICAL AND MATHEMATICAL PHYSICS,0.854
Zoologia,0.852
PCI JOURNAL,0.851
International Finance,0.848
Irish Political Studies,0.848
Language Awareness,0.846
BRITISH JOURNAL OF GUIDANCE & COUNSELLING,0.845
JOURNAL OF SOCIAL WORK EDUCATION,0.845
INORGANIC MATERIALS,0.844
Journal of Middle East Womens Studies,0.844
Progress in Community Health Partnerships-Research Education and Action,0.844
Zeitschrift fur Erziehungswissenschaft,0.844
SOCIAL CHOICE AND WELFARE,0.843
LATIN AMERICAN RESEARCH REVIEW,0.841
Review of Development Economics,0.841
DEVELOPING ECONOMIES,0.84
JOURNAL OF ANALYTICAL CHEMISTRY,0.84
AMERICAN JOURNAL OF COMPARATIVE LAW,0.839
Southeast European and Black Sea Studies,0.839
OCEANOLOGY,0.838
Reading & Writing Quarterly,0.838
Security Journal,0.838
CRITICAL REVIEW,0.837
ZEITSCHRIFT FUR SOZIOLOGIE,0.837
CLINICAL SOCIAL WORK JOURNAL,0.836
GLOBAL GOVERNANCE,0.836
LIBRARY TRENDS,0.836
Television & New Media,0.835
BIOCONTROL SCIENCE,0.833
History of Psychology,0.833
JOURNAL OF GERONTOLOGICAL SOCIAL WORK,0.833
PAST & PRESENT,0.831
HISTORY OF POLITICAL ECONOMY,0.829
INTERNATIONAL JOURNAL OF SOCIAL WELFARE,0.828
International Journal for the Psychology of Religion,0.824
Journal of Professional Capital and Community,0.824
SPECTROSCOPY,0.824
Space and Culture,0.824
MILITARY PSYCHOLOGY,0.819
LATIN AMERICAN ANTIQUITY,0.818
Clinical Case Studies,0.817
LAW AND PHILOSOPHY,0.816
JOURNAL OF ADDICTIVE DISEASES,0.815
Multilingua-Journal of Cross-Cultural and Interlanguage Communication,0.815
Social Science Japan Journal,0.815
EDUCATIONAL STUDIES,0.814
HISTORICAL METHODS,0.813
JOURNAL OF PHILOSOPHY OF EDUCATION,0.813
LANGUAGE SCIENCES,0.813
LATIN AMERICAN PERSPECTIVES,0.813
BIOLOGIA,0.811
NARRATIVE INQUIRY,0.811
AFRICAN JOURNAL OF HERPETOLOGY,0.81
Infants & Young Children,0.81
Career Development and Transition for Exceptional Individuals,0.808
Food Culture & Society,0.808
ENTOMOLOGICAL RESEARCH,0.807
JOURNAL OF OBSTETRICS AND GYNAECOLOGY,0.807
SINGAPORE ECONOMIC REVIEW,0.807
Canadian Review of Sociology-Revue Canadienne de Sociologie,0.806
Development Southern Africa,0.806
INTERNATIONAL REVIEW OF LAW AND ECONOMICS,0.806
Survey Research Methods,0.805
AMERICAN JOURNAL OF PSYCHOLOGY,0.803
EXPERIMENTAL PSYCHOLOGY,0.803
Asian Studies Review,0.8
INTERNATIONAL JOURNAL OF AVIATION PSYCHOLOGY,0.8
International Journal of Developmental Disabilities,0.8
Journal of Pacific Rim Psychology,0.8
Trabajos de Prehistoria,0.8
THEORY AND DECISION,0.798
COMPARATIVE STUDIES IN SOCIETY AND HISTORY,0.797
EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS,0.796
GESUNDHEITSWESEN,0.796
SOCIOLOGIA,0.796
Journal of East Asian Studies,0.794
Revista Internacional de Sociologia,0.794
ELECTRONIC LIBRARY,0.792
Journal of Specialised Translation,0.792
HISTORICAL JOURNAL,0.791
LOW TEMPERATURE PHYSICS,0.791
LINGUISTIC REVIEW,0.789
GROUP DYNAMICS-THEORY RESEARCH AND PRACTICE,0.788
International Perspectives on Sexual and Reproductive Health,0.788
Postcolonial Studies,0.788
Journal of Family and Economic Issues,0.787
PHILOSOPHICAL PSYCHOLOGY,0.785
PsyCh Journal,0.785
International Journal of Arts Management,0.784
JOURNAL OF ENVIRONMENTAL HEALTH,0.784
AUSTRALIAN ECONOMIC PAPERS,0.783
INSIGHT,0.783
Journal of Investigative Psychology and Offender Profiling,0.783
Latin American Economic Review,0.783
PORTAL-LIBRARIES AND THE ACADEMY,0.783
South African Journal of Education,0.783
AUSTRALIAN ARCHAEOLOGY,0.781
Dyna,0.781
Hypatia-A Journal of Feminist Philosophy,0.781
JOURNAL OF LAW AND SOCIETY,0.781
AMERICAN ANNALS OF THE DEAF,0.78
SOCIAL COMPASS,0.778
Science Technology and Society,0.778
CANADIAN PUBLIC POLICY-ANALYSE DE POLITIQUES,0.776
DREAMING,0.776
Education and Training in Autism and Developmental Disabilities,0.776
Journal of Balkan and Near Eastern Studies,0.776
LATIN AMERICAN POLITICS AND SOCIETY,0.776
INTERFACES,0.775
MERRILL-PALMER QUARTERLY-JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,0.775
Phonology,0.775
CONTEMPORARY SOCIOLOGY-A JOURNAL OF REVIEWS,0.774
SWISS JOURNAL OF PSYCHOLOGY,0.774
Educational Philosophy and Theory,0.773
Empirical Studies of the Arts,0.773
International Journal of Law Crime and Justice,0.773
HISTORY AND THEORY,0.772
Journal of Nanoelectronics and Optoelectronics,0.771
DISCRETE MATHEMATICS,0.77
JOURNAL OF LOSS & TRAUMA,0.769
Linguistic Typology,0.769
Oral History Review,0.769
State Politics & Policy Quarterly,0.769
EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE,0.768
European Law Review,0.768
Asian Journal of Technology Innovation,0.767
Diachronica,0.767
REVIEW OF WORLD ECONOMICS,0.767
AMERICAN JOURNAL OF CLINICAL HYPNOSIS,0.766
AUSTRALIAN JOURNAL OF POLITICAL SCIENCE,0.766
Stat,0.766
CANADIAN PUBLIC ADMINISTRATION-ADMINISTRATION PUBLIQUE DU CANADA,0.765
Romanian Biotechnological Letters,0.765
JOURNAL OF INDUSTRIAL ECONOMICS,0.764
INFORMATION RESEARCH-AN INTERNATIONAL ELECTRONIC JOURNAL,0.763
Nagoya Journal of Medical Science,0.762
Asia Pacific Education Review,0.761
Herpetological Conservation and Biology,0.761
Revista de Educacion,0.761
Kyoto Journal of Mathematics,0.76
Asian and Pacific Migration Journal,0.756
CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION,0.756
Romanian Journal of Economic Forecasting,0.756
Filosofija-Sociologija,0.754
Plastic Surgery,0.754
APPLIED ECONOMICS LETTERS,0.752
Annales de Chirurgie Plastique Esthetique,0.752
CHIRURG,0.752
Geneva Risk and Insurance Review,0.75
JOURNAL OF THE HISTORY OF SEXUALITY,0.75
MATERIALS SCIENCE,0.748
Revista Espanola de Salud Publica,0.746
Early Years,0.745
JOURNAL OF ALGEBRA,0.745
Asia-Pacific Education Researcher,0.744
COMPUTATIONAL STATISTICS,0.744
MIDDLE EAST POLICY,0.744
Sport Marketing Quarterly,0.744
Asian Journal of Communication,0.743
ERNAHRUNGS UMSCHAU,0.742
JOURNAL OF ADULT DEVELOPMENT,0.741
Annals of Functional Analysis,0.74
Academia-Revista Latinoamericana de Administracion,0.739
ERDE,0.737
Revista de Cercetare si Interventie Sociala,0.736
Journal of the History of Economic Thought,0.735
REFERENCE SERVICES REVIEW,0.735
Asia Pacific Journal of Education,0.733
International Journal of Cultural Studies,0.732
Archives of Rheumatology,0.731
BEHAVIORAL INTERVENTIONS,0.731
International Journal of Psychological Research,0.731
MATERIALS TRANSACTIONS,0.731
SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,0.731
NEW REPUBLIC,0.73
Action Research,0.729
Language Assessment Quarterly,0.729
Nationalities Papers-The Journal of Nationalism and Ethnicity,0.728
Cultura y Educacion,0.727
Language Acquisition,0.725
PHILOSOPHY OF THE SOCIAL SCIENCES,0.725
CHILD WELFARE,0.723
Journal of Substance Use,0.723
Asian Economic Journal,0.722
INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL HYPNOSIS,0.72
Series-Journal of the Spanish Economic Association,0.719
Contemporary Southeast Asia,0.717
WISCONSIN LAW REVIEW,0.717
SAGE Open,0.715
HIGH ABILITY STUDIES,0.714
POLITICA Y GOBIERNO,0.714
ECONOMIC RECORD,0.712
Journal of Mathematics,0.712
Scripta Nova-Revista Electronica de Geografia y Ciencias Sociales,0.712
AMERICAS,0.711
African Journal of Reproductive Health,0.711
Australian Economic Review,0.711
HUMOR-INTERNATIONAL JOURNAL OF HUMOR RESEARCH,0.711
CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,0.71
Economics of Governance,0.71
JOURNAL OF PORTFOLIO MANAGEMENT,0.709
Current Legal Problems,0.708
POLITICAL SCIENCE,0.708
REFERENCE & USER SERVICES QUARTERLY,0.708
Asia-Pacific Journal of Accounting & Economics,0.705
ECONOMIC AND SOCIAL REVIEW,0.705
Convergencia-Revista de Ciencias Sociales,0.704
